token,item,variation,sku,field,old,new,reason
76VSV7IRUUCU72FZIN5MAOB7,VEDIC AMLA JUICE,500ml,8525180067664,Price,8.99,9.99,Sellorama price
QZE2JJWB74BFKJDT7AENBSTB,YOGURT,5lb,760695029068,Price,4.99,6.99,Sellorama price
DAXZWAM45ZLXQO7F6MF3Q7GR,DABUR REAL GUAVA,1 L,8901207028540,Price,2.99,3.49,Sellorama price
HC2NV5HRX3DGMIVB7IRKSW3X,MTR BADAM DRINK,Regular,840965003469,Price,7.99,1.49,Sellorama price
A5P6LOJTPC22TN2ZLCKQV22S,DABUR MESWAK TOOTH PASTE,200 GM (2),8901207033377,Price,3.49,3.99,Sellorama price
5N3775ZILUSZHLLY46XW2OUL,LAXMI MYSORE MURMURA,400 gm,723246284903,Price,2.49,3.49,Sellorama price
IBVC6NZRW36N3TCHO6P3WYSP,KABULI CHANA,4 LB,011433151061,Price,6.49,5.99,Sellorama price
G3KULWARMHGETH65P3QU7RDE,THREE RIVERS PHITKARI,400 GM,4045278923473,Price,6.49,4.99,Sellorama price
KG6JXKYQC6T3B6XR4DHPZKVF,LAXMI TANDOORI NAAN,16 PIECES,723246290072,Price,7.99,5.99,Sellorama price
OYBEHF6F5IIG3TD5ZYXF75W7,LAXMI CUMIN SEEDS,4 LB,723246177434,Price,19.99,16.99,Sellorama price
EAWN7QCBBBIKXNU4TPYPQX3O,SHRIKHAND,Regular,606600,Price,7.99,3.99,Sellorama price
DP2M4AAYIJCOUG5725GIC7LG,SOYA MATTER,Regular,608000,Price,4.99,5.99,Sellorama price
SRG6MDTCZR3C4QAGTVRRD5ZR,THREE RIVERS ROASTED GRAMS NO SKIN,400 GM,793283755674,Price,4.99,4.49,Sellorama price
47UYRKM4ASC7VFX5YBUBGZJM,WESSON CANOLA OIL,40 FL OZ,069588690867,Price,4.99,5.49,Sellorama price
J2VH27CDWUXVDWFB6M7BMCTP,THREE RIVERS BLACK SEEDS,200 GM,793283751577,Price,2.49,2.99,Sellorama price
62ISB75BBOYBJ2MU2EPUQAZV,PARAS AJWAIN COOKIE,340 GM,611300,Price,3.49,3.99,Sellorama price
I7RQG4UFMYFBM6FV45MZZW5V,AMRITSARI PESI GUR,1 KG,850025550642,Price,5.99,4.49,Sellorama price
EQRIL3CUFAEBCRIVCVREIVPO,VEDIC SUGAR BALANCE,500,850049510271,Price,9.99,10.99,Sellorama price
BJGQ4RINHYU5IAYUT2Q5UJZH,COLGATE HERBAL TOOTH PASTE,200,8901314310033,Price,3.49,3.99,Sellorama price
(new),AASHIRVAAD ATTA,5 KG,8901725121136,new item,,8.99 / ATTA,"in Sellorama, not in Square"
(new),DHOKLA,12 oz,872334,new item,,5.99 / SNACKS,"in Sellorama, not in Square"
(new),MASALA KACHORI,5 PC,702685731506,new item,,10.99 / SNACKS,"in Sellorama, not in Square"
(new),AASHIRVAAD GLUTEN FREE ATTA,4 lb,841905080175,new item,,7.99 / ATTA,"in Sellorama, not in Square"
(new),LIMBU MARI SING BHUJIYA,Regular,8904214502676,new item,,3.79 / SNACKS,"in Sellorama, not in Square"
(new),CUP JI CHAI,Regular,8906180011183,new item,,7.49 / COFFEE/TEA,"in Sellorama, not in Square"
(new),JB MORINGA POWDER,Regular,728238557836,new item,,2.49 / MEDICINE,"in Sellorama, not in Square"
(new),JB AMLA POWDER,Regular,728238557751,new item,,2.49 / Grocery,"in Sellorama, not in Square"
(new),CUP JI MASALA CHAI,Regular,8906180011176,new item,,7.49 / COFFEE/TEA,"in Sellorama, not in Square"
(new),DEEP NUTMEG WHOLE,100 gm,011433114509,new item,,4.99 / SPICES,"in Sellorama, not in Square"
(new),LAXMI RAJMA MASALA,284 gm,723246291338,new item,,3.99 / FROZENFOOD,"in Sellorama, not in Square"
(new),LAXMI PANEER BUTTER MASALA,284 gm,723246291208,new item,,4.99 / FROZENFOOD,"in Sellorama, not in Square"
(new),LAXMI PUNJABI CHOLEY,284 gm,723246291277,new item,,3.99 / FROZENFOOD,"in Sellorama, not in Square"
(new),LAXMI PALAK PANEER,284 gm,723246291192,new item,,4.99 / FROZENFOOD,"in Sellorama, not in Square"
(new),LAXMI SARSON KA SAAG,284 gm,723246291345,new item,,3.99 / FROZENFOOD,"in Sellorama, not in Square"
(new),LAXMI PANEER PARATHA,16 pieces,723246292908,new item,,14.99 / FROZENFOOD,"in Sellorama, not in Square"
(new),LAXMI ALOO PARATHA,16 pieces,723246292892,new item,,9.99 / FROZENFOOD,"in Sellorama, not in Square"
(new),WESSON VEGETABLE OIL,40 fl oz,069588612869,new item,,5.49 / OILS/GHEE,"in Sellorama, not in Square"
(new),NANAK PANEER,1 kg,851402008251,new item,,14.49 / DIARY,"in Sellorama, not in Square"
(new),PARAS AJWAIN COOKIES,400 GM,818051018956,new item,,3.99 / COOKIES,"in Sellorama, not in Square"
(new),PARAS MANGO PULP KESAR,1 LB,8180510126888,new item,,2.99 / Grocery,"in Sellorama, not in Square"
(new),ALMOND,3 lb,318400,new item,,15.99 / DRYFRUITS,"in Sellorama, not in Square"
(new),LAYS MAGIC MASALA,20 GM,8901491100274,new item,,0.99 / SNACKS,"in Sellorama, not in Square"
(new),DEEP BLACK SESAME SEEDS,7 OZ,011433114691,new item,,2.49 / SPICES,"in Sellorama, not in Square"
(new),SWEET FENNEL CANDY,350 GM,100003,new item,,3.49 / CANDY,"in Sellorama, not in Square"
(new),LAXMI BAY LEAVES,200 GM,723246294117,new item,,3.49 / SPICES,"in Sellorama, not in Square"
(new),KNOOR CHICKEN NOODLES,300 GM,850061468000,new item,,3.49 / SNACKS,"in Sellorama, not in Square"
(new),ASHOKA URAD WHOLE,4 LB,8901552033381,new item,,6.99 / DALS/BEANS,"in Sellorama, not in Square"
(new),AEROPLANE TAMARIND PASTE,400 GM,8901552034937,new item,,3.49 / SPICES,"in Sellorama, not in Square"
(new),THREE RIVERS MULATHY POWDER,200 GM,4235067902318,new item,,2.99 / Grocery,"in Sellorama, not in Square"
(new),BANSI WHOLE YELLOW PEAS,2 LB,011433151290,new item,,3.49 / DALS/BEANS,"in Sellorama, not in Square"
(new),RAJU NAVRATAN MIX,400 GM,8904214502072,new item,,3.79 / SNACKS,"in Sellorama, not in Square"
(new),LAXMI PARATHA,20 PC,723246292601,new item,,7.99 / FROZENFOOD,"in Sellorama, not in Square"
(new),PARTY PIK,Regular,8964000684238,new item,,0.99 / COOKIES,"in Sellorama, not in Square"
(new),CHIA SEEDS,1.5 LB,100004,new item,,7.99 / Grocery,"in Sellorama, not in Square"
(new),BRITANNIA GOOD DAY COCONUT COOKIES,75 GM,6291007917772,new item,,0.89 / COOKIES,"in Sellorama, not in Square"
(new),PATANJALI ALOEVERA GEL,150 ML,8904109480119,new item,,4.99 / Cosmetics,"in Sellorama, not in Square"
(new),DEEP HORSE GRAM,2 LB,011433164238,new item,,3.49 / DALS/BEANS,"in Sellorama, not in Square"
(new),SOOPER COOKIE,30 GM,8964003593339,new item,,0.99 / COOKIES,"in Sellorama, not in Square"
(new),MAGGI NOODLES,4 PACK,8901058017670,new item,,2.99 / Grocery,"in Sellorama, not in Square"
(new),CHILLI MILLI,Regular,870572004818,new item,,0.25 / Grocery,"in Sellorama, not in Square"
(new),STAR ANISE,3.5OZ,100005,new item,,4.49 / SPICES,"in Sellorama, not in Square"
(new),MANGO MOOSE,Regular,100006,new item,,5.99 / AOOJEE COOKED FOOD,"in Sellorama, not in Square"
(new),RESHMA ROSE WATER,6.76 OZ,856137007654,new item,,2.99 / Cosmetics,"in Sellorama, not in Square"
(new),5AAB PESI GUR,2 LB,8905157026939,new item,,4.49 / Grocery,"in Sellorama, not in Square"
(new),VINOD BLACK PEARL TAWA,30 CM,827016307080,new item,,25.99 / KITCHEN ITEMS,"in Sellorama, not in Square"
(new),VIJAY HA TAWA,250 MM,8901150096269,new item,,12.99 / KITCHEN ITEMS,"in Sellorama, not in Square"
(new),VIJAY HA TAWA,280 MM,8901150096290,new item,,13.99 / KITCHEN ITEMS,"in Sellorama, not in Square"
(new),GANGAJAL,500 ML,8939116652808,new item,,3.99 / Grocery,"in Sellorama, not in Square"
(new),WOODEN MATCHES,250 MATCHES,769981421258,new item,,1.99 / Grocery,"in Sellorama, not in Square"
(new),NESTLE MUNCH,Regular,8901058022179,new item,,0.99 / Grocery,"in Sellorama, not in Square"
(new),POMPEIAN EXTRA VIRGIN OLIVE OIL,68 OZ,070404009367,new item,,19.99 / OILS/GHEE,"in Sellorama, not in Square"
(new),VEDAONE NEEM POWDER,100 GM,8904304510451,new item,,4.99 / Grocery,"in Sellorama, not in Square"
(new),KURKURE SHEZWAN,Regular,8901491002912,new item,,0.99 / SNACKS,"in Sellorama, not in Square"
(new),GARLIC PEELED,5 LB,680444103453,new item,,24.99 / Grocery,"in Sellorama, not in Square"
(new),RAJU MARWADI SEV,400 GM,8904214503611,new item,,3.99 / SNACKS,"in Sellorama, not in Square"
(new),THUMS UP,250 ML,8901764042911,new item,,1.49 / DRINKS/JUICE,"in Sellorama, not in Square"
(new),RAJU TIKHA MITHA,400 GM,8904214508005,new item,,3.99 / SNACKS,"in Sellorama, not in Square"
(new),LAXMI KOLHAPURI JAGGREY,1 LB,723246294629,new item,,1.99 / Grocery,"in Sellorama, not in Square"
(new),LAXMI KOLHAPURI JAGGREY,2 LB,723246294636,new item,,2.99 / Grocery,"in Sellorama, not in Square"
(new),KANAIYA SATTU FLOUR,800 gm,816731280679,new item,,6.99 / FLOURS,"in Sellorama, not in Square"
(new),CHOCO MOO,24 PACKS,8961103067159,new item,,7.99 / COOKIES,"in Sellorama, not in Square"
(new),CHOCO MOO,22 GM,8961103067142,new item,,0.33 / COOKIES,"in Sellorama, not in Square"
(new),THREE RIVERS GREEN CARDAMOM,200 GM,793283750709,new item,,13.99 / SPICES,"in Sellorama, not in Square"
(new),THREE RIVERS HIMALAYAN PINK SALT,5 LB,793283865687,new item,,7.99 / Grocery,"in Sellorama, not in Square"
(new),DEEP PESTO SPICY SAUCE,10 OZ,011433163613,new item,,4.99 / FROZENFOOD,"in Sellorama, not in Square"
(new),TOOBA PLUM CHUTNEY,320 GM,8961100054848,new item,,2.99 / Grocery,"in Sellorama, not in Square"
(new),PEARS,Regular,5017306008321,new item,,1.99 / Cosmetics,"in Sellorama, not in Square"
(new),MAGGI CHILLY CHOW CUPPA NOODLES,70 GM,8901058006032,new item,,1.49 / Grocery,"in Sellorama, not in Square"
(new),CHITALE MAWA MODAK,210 GM,846203004649,new item,,5.99 / SWEETS,"in Sellorama, not in Square"
(new),DHEEPAM LAMP OIL,Regular,8906010260125,new item,,5.99 / OILS/GHEE,"in Sellorama, not in Square"
(new),5AAB WHITE CANESUGAR,2LB,8905157010280,new item,,3.99 / BAKING GOODS,"in Sellorama, not in Square"
(new),JAIN CASHEW,11 OZ,100007,new item,,9.99 / DRYFRUITS,"in Sellorama, not in Square"
(new),IDHAYAM SESAME OIL,5 LT,890023001067,new item,,39.99 / OILS/GHEE,"in Sellorama, not in Square"
(new),LOBIA RASMISA,Regular,100009,new item,,4.99 / AOOJEE COOKED FOOD,"in Sellorama, not in Square"
(new),ASHOKA GARLIC NAAN,12 PIECES,8901552023481,new item,,6.99 / FROZENFOOD,"in Sellorama, not in Square"
(new),BINGO MAD ANGLES MMMM MASALA,60 GM,8901725013790,new item,,0.99 / SNACKS,"in Sellorama, not in Square"
(new),BINGO MADANGLESACHAARI MASTI,60 GM,8901725013684,new item,,1.49 / SNACKS,"in Sellorama, not in Square"
(new),LAYS WEST INDIES HOT N SWEET CHILLI,Regular,8901491100267,new item,,0.99 / SNACKS,"in Sellorama, not in Square"
(new),NILON S TOOTY FRUITY,150 GM,8901560083552,new item,,1.79 / Grocery,"in Sellorama, not in Square"
(new),LAYS SIZZLIN HOT,Regular,8901491001809,new item,,0.99 / SNACKS,"in Sellorama, not in Square"
(new),SHAHI KULFI,12 KULFI BARS,850016648327,new item,,14.99 / FROZENFOOD,"in Sellorama, not in Square"
(new),BINGO MAD ANGLES TOMATO MADNESS,60 GM,8901725013769,new item,,1.49 / SNACKS,"in Sellorama, not in Square"
(new),BINGO MAD ANGLES CHAAT MASTI,60 GM,8901725013820,new item,,1.49 / SNACKS,"in Sellorama, not in Square"
(new),LAXMI WET TAMARIND,800 GM,723246293622,new item,,5.99 / Grocery,"in Sellorama, not in Square"
(new),REGAL TOASTEDRUSK,Regular,5027738021690,new item,,3.99 / COOKIES/RUSK,"in Sellorama, not in Square"
(new),PARAS TURMERIC POWDER,400 GM,818051010820,new item,,3.99 / SPICES,"in Sellorama, not in Square"
(new),KNORR CHATT PATTANOODLES,6 PACK,850068951826,new item,,3.49 / Grocery,"in Sellorama, not in Square"
(new),BLACK SEED WITH HONEY,Regular,894545000669,new item,,1.49 / CANDY,"in Sellorama, not in Square"
(new),THREE RIVERS GOND KATIRA,100 gm,4235067902257,new item,,2.99 / Grocery,"in Sellorama, not in Square"
(new),THREE RIVERS FLAX SEED,400 gm,793283750471,new item,,3.49 / Grocery,"in Sellorama, not in Square"
(new),PARAS GARLIC CRUSH,8 oz,818051012213,new item,,3.99 / SPICES,"in Sellorama, not in Square"
(new),PARAS KALA CHANA,4 LB,818051012909,new item,,5.99 / DALS/BEANS,"in Sellorama, not in Square"
(new),INDIAS NATURE,16OZ,749088803218,new item,,8.99 / OILS/GHEE,"in Sellorama, not in Square"
(new),INDIAS NATURE,Regular,749088803225,new item,,14.99 / OILS/GHEE,"in Sellorama, not in Square"
(new),NESTLE MILK PAK CREAM,1 LITRE,8961008236780,new item,,8.99 / DIARY,"in Sellorama, not in Square"
(new),TINDORA,Regular,100065,new item,,5.99 / AOOJEE COOKED FOOD,"in Sellorama, not in Square"
(new),LAXMI RASMALAI,Regular,723246292564,new item,,9.99 / SWEETS,"in Sellorama, not in Square"
